name,year_start,year_end,position,height,weight
Wayne Molis,1967.0,1968.0,F,06-08,230.0
Sidney Moncrief,1980.0,1991.0,G,06-03,180.0
Eric Money,1975.0,1980.0,G,6-0,170.0
Sergei Monia,2006.0,2006.0,F,06-08,220.0
Malik Monk,2018.0,2018.0,G,06-03,200.0
Earl Monroe,1968.0,1980.0,G,06-03,185.0
Greg Monroe,2011.0,2018.0,C-F,06-11,265.0
Rodney Monroe,1992.0,1992.0,G,06-03,185.0
Luis Montero,2016.0,2016.0,G,06-07,185.0
Howie Montgomery,1963.0,1963.0,F,06-05,220.0
Eric Montross,1995.0,2002.0,C,7-0,270.0
Jamario Moon,2008.0,2012.0,F,06-08,205.0
Jim Mooney,1953.0,1953.0,F,06-05,215.0
Andre Moore,1988.0,1988.0,F,06-09,215.0
E'Twaun Moore,2012.0,2018.0,G,06-04,191.0
Gene Moore,1969.0,1975.0,C-F,06-09,225.0
Jackie Moore,1955.0,1957.0,F,06-05,180.0
Johnny Moore,1981.0,1990.0,G,06-01,175.0
Larry Moore,1968.0,1968.0,F,06-07,215.0
Lowes Moore,1981.0,1983.0,G,06-01,170.0
Mikki Moore,1999.0,2012.0,C,06-11,225.0
Otto Moore,1969.0,1977.0,C-F,06-11,205.0
Richard Moore,1968.0,1968.0,G,06-02,190.0
Ron Moore,1988.0,1988.0,C,7-0,260.0
Tracy Moore,1992.0,1997.0,G-F,06-04,200.0
Eric Moreland,2015.0,2018.0,F-C,06-10,238.0
Jackie Moreland,1961.0,1970.0,F-G,06-07,215.0
Guy Morgan,1983.0,1983.0,G,06-08,205.0
Rex Morgan,1971.0,1972.0,G,06-05,190.0
Elmore Morgenthaler,1947.0,1949.0,C,06-09,230.0
Darren Morningstar,1994.0,1994.0,C,06-10,235.0
Chris Morris,1989.0,1999.0,F,06-08,210.0
Darius Morris,2012.0,2015.0,G,06-04,190.0
Isaiah Morris,1993.0,1993.0,F,06-08,229.0
Marcus Morris,2012.0,2018.0,F,06-09,235.0
Markieff Morris,2012.0,2018.0,F,06-10,245.0
Max Morris,1950.0,1950.0,F-C,06-02,195.0
Monte Morris,2018.0,2018.0,G,06-03,175.0
Randolph Morris,2007.0,2010.0,C,06-10,266.0
Terence Morris,2002.0,2006.0,F,06-09,221.0
Adam Morrison,2007.0,2010.0,F,06-08,205.0
John Morrison,1968.0,1968.0,G,06-02,190.0
Mike Morrison,1990.0,1990.0,G,06-04,195.0
Red Morrison,1955.0,1958.0,F-C,06-08,220.0
Anthony Morrow,2009.0,2017.0,G,06-05,210.0
Dwayne Morton,1995.0,1995.0,F,06-07,195.0
John Morton,1990.0,1992.0,G,06-03,180.0
Richard Morton,1989.0,1989.0,G,06-03,190.0
Glenn Mosley,1978.0,1979.0,F,06-08,195.0
Perry Moss,1986.0,1987.0,G,06-02,185.0
Lawrence Moten,1996.0,1998.0,G,06-05,185.0
Donatas Motiejunas,2013.0,2017.0,F-C,7-0,222.0
Johnathan Motley,2018.0,2018.0,F,06-09,238.0
Hanno Mottola,2001.0,2002.0,C,06-11,247.0
Arnett Moultrie,2013.0,2014.0,F,06-11,249.0
Rick Mount,1971.0,1975.0,G,06-03,175.0
Alonzo Mourning,1993.0,2008.0,C,06-10,240.0
Timofey Mozgov,2011.0,2018.0,C,07-01,275.0
Chuck Mrazovich,1951.0,1951.0,F,06-05,185.0
Emmanuel Mudiay,2016.0,2018.0,G,06-05,200.0
Erwin Mueller,1967.0,1974.0,C-F,06-08,230.0
Shabazz Muhammad,2014.0,2018.0,F-G,06-06,223.0
Joe Mullaney,1950.0,1950.0,G,6-0,165.0
Bob Mullens,1947.0,1947.0,G,06-01,175.0
Byron Mullens,2010.0,2014.0,C,7-0,275.0
Chris Mullin,1986.0,2001.0,F-G,06-06,200.0
Jeff Mullins,1965.0,1976.0,G-F,06-04,190.0
Todd Mundt,1996.0,1996.0,C,7-0,250.0
Xavier Munford,2016.0,2016.0,G,06-02,180.0
Chris Munk,1991.0,1991.0,F,06-09,225.0
George Munroe,1947.0,1948.0,G,05-11,170.0
Eric Murdock,1992.0,2000.0,G,06-01,190.0
Gheorghe Muresan,1994.0,2000.0,C,07-07,303.0
Allen Murphy,1976.0,1977.0,G,06-05,190.0
Calvin Murphy,1971.0,1983.0,G,05-09,165.0
Dick Murphy,1947.0,1947.0,G,06-01,175.0
Erik Murphy,2014.0,2014.0,F,06-10,230.0
Jay Murphy,1985.0,1988.0,F,06-09,220.0
John Murphy,1947.0,1947.0,F,06-02,175.0
Kevin Murphy,2013.0,2013.0,G,06-05,185.0
Ronnie Murphy,1988.0,1988.0,F,06-05,225.0
Tod Murphy,1988.0,1994.0,C-F,06-09,220.0
Troy Murphy,2002.0,2013.0,F-C,06-11,245.0
Dejounte Murray,2017.0,2018.0,G,06-05,170.0
Jamal Murray,2017.0,2018.0,G,06-04,207.0
Ken Murray,1951.0,1955.0,G-F,06-02,190.0
Lamond Murray,1995.0,2006.0,F,06-07,236.0
Ronald Murray,2003.0,2010.0,G,06-04,190.0
Tracy Murray,1993.0,2004.0,F,06-07,225.0
Willie Murrell,1968.0,1970.0,F,06-06,225.0
Dorie Murrey,1967.0,1972.0,F-C,06-08,215.0
Toure' Murry,2014.0,2015.0,G-F,06-05,195.0
Mike Muscala,2014.0,2018.0,F-C,06-11,240.0
Angelo Musi,1947.0,1949.0,G,05-09,145.0
Jerrod Mustaf,1991.0,1994.0,F-C,06-10,238.0
Dikembe Mutombo,1992.0,2009.0,C,07-02,245.0
Martin Muursepp,1997.0,1998.0,F,06-09,235.0
Pete Myers,1987.0,1998.0,G-F,06-06,180.0
Hamady N'Diaye,2011.0,2014.0,C,7-0,235.0
Makhtar N'Diaye,1999.0,1999.0,F,06-08,245.0
Mamadou N'Diaye,2001.0,2005.0,C,7-0,255.0
Boniface N'Dong,2006.0,2006.0,C,7-0,198.0
Bob Naber,1953.0,1953.0,F,06-03,185.0
Boris Nachamkin,1955.0,1955.0,F,06-06,210.0
Bostjan Nachbar,2003.0,2008.0,F,06-09,221.0
Abdel Nader,2018.0,2018.0,F,06-06,230.0
Jerry Nagel,1950.0,1950.0,G,6-0,190.0
Fritz Nagy,1949.0,1949.0,G-F,06-02,185.0
Lee Nailon,2001.0,2006.0,F,06-09,238.0
Eduardo Najera,2001.0,2012.0,F,06-08,240.0
Larry Nance,1982.0,1994.0,F-C,06-10,205.0
Shabazz Napier,2015.0,2018.0,G,06-01,175.0
Paul Napolitano,1949.0,1949.0,F-G,06-02,185.0
Bob Nash,1973.0,1979.0,F,06-08,195.0
Cotton Nash,1965.0,1968.0,F,06-05,215.0
Steve Nash,1997.0,2014.0,G,06-03,195.0
Swen Nater,1974.0,1984.0,C,06-11,240.0
Howard Nathan,1996.0,1996.0,G,05-11,175.0
Calvin Natt,1980.0,1990.0,F,06-06,220.0
Kenny Natt,1981.0,1985.0,G,06-03,185.0
Willie Naulls,1957.0,1966.0,F-C,06-06,225.0
Juan Carlos Navarro,2008.0,2008.0,G,06-03,170.0
Maurice Ndour,2017.0,2017.0,F,06-09,200.0
Craig Neal,1989.0,1991.0,G,06-05,165.0
Gary Neal,2011.0,2017.0,G,06-04,210.0
Jim Neal,1954.0,1955.0,C,06-11,235.0
Lloyd Neal,1973.0,1979.0,C-F,06-07,225.0
Ed Nealy,1983.0,1993.0,F,06-07,238.0
Nemanja Nedovic,2014.0,2014.0,G,06-03,192.0
Al Negratti,1947.0,1947.0,F-C,06-03,200.0
Barry Nelson,1972.0,1972.0,C,06-10,230.0
DeMarcus Nelson,2009.0,2009.0,G,06-04,200.0
Don Nelson,1963.0,1976.0,F,06-06,210.0
Jameer Nelson,2005.0,2018.0,G,6-0,190.0
Louie Nelson,1974.0,1978.0,G,06-03,190.0
Ron Nelson,1971.0,1971.0,G,06-02,175.0
Ruben Nembhard,1997.0,1997.0,G,06-03,208.0
Dick Nemelka,1971.0,1971.0,G,6-0,175.0
Tyrone Nesby,1999.0,2002.0,F,06-06,225.0
Martin Nessley,1988.0,1988.0,C,07-02,260.0
Rasho Nesterovic,1999.0,2010.0,C,7-0,248.0
Raul Neto,2016.0,2018.0,G,06-01,179.0
Bob Netolicky,1968.0,1976.0,F-C,06-09,220.0
Johnny Neumann,1972.0,1978.0,G-F,06-06,200.0
Paul Neumann,1962.0,1967.0,G,06-01,175.0
Chuck Nevitt,1983.0,1994.0,C,07-05,217.0
Melvin Newbern,1993.0,1993.0,G,06-04,200.0
Ivano Newbill,1995.0,1998.0,F,06-09,245.0
Ira Newble,2001.0,2008.0,F,06-07,220.0
Mike Newlin,1972.0,1982.0,G-F,06-04,200.0
Johnny Newman,1987.0,2002.0,F-G,06-07,190.0
Dave Newmark,1969.0,1971.0,C,7-0,240.0
Bill Newton,1973.0,1974.0,C,06-09,220.0
Georges Niang,2017.0,2017.0,F,06-08,230.0
Demetris Nichols,2008.0,2009.0,F,06-08,216.0
Jack Nichols,1949.0,1958.0,C-F,06-07,222.0
Andrew Nicholson,2013.0,2017.0,F,06-09,250.0
Gaylon Nickerson,1997.0,1997.0,G,06-03,190.0
Carl Nicks,1981.0,1983.0,G,06-01,175.0
Rich Niemann,1969.0,1972.0,C,7-0,245.0
Richie Niemiera,1949.0,1950.0,G-F,06-01,165.0
Mike Niles,1981.0,1981.0,F,06-06,225.0
Kurt Nimphius,1982.0,1990.0,C-F,06-10,218.0
Dyron Nix,1990.0,1990.0,F,06-07,210.0
Norm Nixon,1978.0,1989.0,G,06-02,170.0
Joakim Noah,2008.0,2018.0,C,06-11,230.0
Chuck Noble,1956.0,1962.0,G,06-04,190.0
Andres Nocioni,2005.0,2012.0,F,06-07,225.0
David Noel,2007.0,2007.0,F,06-06,230.0
Nerlens Noel,2015.0,2018.0,C-F,06-11,228.0
Paul Noel,1948.0,1952.0,F,06-04,185.0
Lucas Nogueira,2015.0,2018.0,C,7-0,241.0
Jim Nolan,1950.0,1950.0,C,06-08,210.0
Paul Nolen,1954.0,1954.0,C,06-10,null
Jeff Nordgaard,1998.0,1998.0,F,06-07,225.0
Bevo Nordmann,1962.0,1965.0,C,06-10,225.0
Johnny Norlander,1947.0,1951.0,F,06-03,180.0
Connie Norman,1975.0,1979.0,G,06-03,175.0
Ken Norman,1988.0,1997.0,F,06-08,215.0
Audie Norris,1983.0,1985.0,C,06-09,230.0
Moochie Norris,1997.0,2006.0,G,06-01,175.0
Sylvester Norris,1980.0,1980.0,C,06-11,220.0
Willie Norwood,1972.0,1978.0,F,06-07,220.0
George Nostrand,1947.0,1950.0,C-F,06-08,195.0
Stan Noszka,1947.0,1949.0,G,06-01,185.0
Mike Novak,1949.0,1954.0,C-F,06-09,219.0
Steve Novak,2007.0,2017.0,F,06-10,225.0
Mel Nowell,1963.0,1968.0,G,06-02,170.0
Dirk Nowitzki,1999.0,2018.0,F,7-0,245.0
Frank Ntilikina,2018.0,2018.0,G,06-05,190.0
James Nunnally,2014.0,2014.0,F,06-07,205.0
Jusuf Nurkic,2015.0,2018.0,C,7-0,280.0
Dennis Nutt,1987.0,1987.0,G,06-02,170.0
David Nwaba,2017.0,2018.0,G,06-04,209.0
Julius Nwosu,1995.0,1995.0,C,06-10,255.0
Charles O'Bannon,1998.0,1999.0,G-F,06-05,209.0
Ed O'Bannon,1996.0,1997.0,F,06-08,222.0
John O'Boyle,1953.0,1953.0,G,06-02,185.0
Bob O'Brien,1948.0,1949.0,F,06-04,190.0
J.J. O'Brien,2016.0,2016.0,F,06-07,228.0
Jim O'Brien,1974.0,1975.0,F,06-07,200.0
Jimmy O'Brien,1972.0,1975.0,G,06-01,170.0
Ralph O'Brien,1952.0,1953.0,G,05-09,160.0
Johnny O'Bryant,2015.0,2018.0,F-C,06-09,257.0
Patrick O'Bryant,2007.0,2010.0,C,7-0,260.0
Dermie O'Connell,1949.0,1950.0,G,6-0,174.0
Andy O'Donnell,1950.0,1950.0,G,06-01,180.0
Buddy O'Grady,1947.0,1949.0,G,05-11,160.0
Fran O'Hanlon,1971.0,1971.0,G,06-01,175.0
Dick O'Keefe,1948.0,1951.0,G-F,06-02,185.0
Tommy O'Keefe,1951.0,1951.0,G,06-02,185.0
Mike O'Koren,1981.0,1988.0,F-G,06-07,207.0
Grady O'Malley,1970.0,1970.0,F,06-05,205.0
Jermaine O'Neal,1997.0,2014.0,F-C,06-11,226.0
Shaquille O'Neal,1993.0,2011.0,C,07-01,325.0
Royce O'Neale,2018.0,2018.0,F,06-06,215.0
Mike O'Neill,1953.0,1953.0,F,06-03,210.0
Kyle O'Quinn,2013.0,2018.0,F-C,06-10,250.0
Kevin O'Shea,1951.0,1953.0,G,06-02,175.0
Garland O'Shields,1947.0,1947.0,G-F,06-01,195.0
Dan O'Sullivan,1991.0,1996.0,C,06-10,250.0
Charles Oakley,1986.0,2004.0,F-C,06-08,225.0
Fabricio Oberto,2006.0,2011.0,C-F,06-10,245.0
Daniel Ochefu,2017.0,2017.0,C,06-11,245.0
Greg Oden,2009.0,2014.0,C,7-0,250.0
Lamar Odom,2000.0,2013.0,F,06-10,220.0
Bud Ogden,1970.0,1971.0,F,06-06,215.0
Ralph Ogden,1971.0,1971.0,F,06-05,205.0
Alan Ogg,1991.0,1993.0,C,07-02,240.0
Don Ohl,1961.0,1970.0,G,06-03,190.0
Tim Ohlbrecht,2013.0,2013.0,C,06-11,255.0
Semi Ojeleye,2018.0,2018.0,F,06-07,241.0
Emeka Okafor,2005.0,2013.0,C-F,06-10,252.0
Jahlil Okafor,2016.0,2018.0,C-F,06-11,275.0
Mehmet Okur,2003.0,2012.0,C-F,06-11,249.0
Victor Oladipo,2014.0,2018.0,G,06-04,210.0
Hakeem Olajuwon,1985.0,2002.0,C,7-0,255.0
Mark Olberding,1976.0,1987.0,F,06-08,225.0
Jawann Oldham,1981.0,1991.0,C,7-0,215.0
John Oldham,1950.0,1951.0,G,06-03,175.0
Frank Oleynick,1976.0,1977.0,G,06-02,185.0
John Olive,1979.0,1980.0,F,06-07,210.0
Brian Oliver,1991.0,1998.0,G,06-04,210.0
Dean Oliver,2002.0,2003.0,G,05-11,180.0
Jimmy Oliver,1992.0,1999.0,G-F,06-05,205.0
Kevin Ollie,1998.0,2010.0,G,06-04,195.0
Gene Ollrich,1950.0,1950.0,G,05-11,160.0
Michael Olowokandi,1999.0,2007.0,C,7-0,269.0
Bud Olsen,1963.0,1970.0,F-C,06-08,220.0
Kelly Olynyk,2014.0,2018.0,C-F,7-0,238.0
Arinze Onuaku,2014.0,2017.0,C,06-09,255.0
Chinanu Onuaku,2017.0,2017.0,F-C,06-10,245.0
Barry Orms,1969.0,1970.0,G,06-03,190.0
Johnny Orr,1950.0,1950.0,F,06-03,195.0
Louis Orr,1981.0,1988.0,F,06-08,175.0
Jose Ortiz,1989.0,1990.0,F,06-10,225.0
Daniel Orton,2012.0,2014.0,C-F,06-10,255.0
Chuck Osborne,1962.0,1962.0,F,06-06,210.0
Cedi Osman,2018.0,2018.0,F,06-08,210.0
Wally Osterkorn,1952.0,1955.0,F-C,06-05,215.0
Greg Ostertag,1996.0,2006.0,C,07-02,280.0
Matt Othick,1993.0,1993.0,G,06-02,165.0
Don Otten,1950.0,1953.0,C,06-10,240.0
Mac Otten,1950.0,1950.0,F-C,06-07,220.0
Kelly Oubre,2016.0,2018.0,F,06-07,205.0
Bo Outlaw,1994.0,2008.0,F,06-08,210.0
Travis Outlaw,2004.0,2014.0,F,06-09,210.0
Claude Overton,1953.0,1953.0,G,06-02,195.0
Doug Overton,1993.0,2004.0,G,06-03,190.0
Andre Owens,2006.0,2008.0,G,06-04,200.0
Billy Owens,1992.0,2001.0,F-G,06-08,220.0
Chris Owens,2003.0,2003.0,F,06-07,245.0
Eddie Owens,1978.0,1978.0,F,06-07,210.0
Jim Owens,1974.0,1975.0,F,06-05,200.0
Keith Owens,1992.0,1992.0,F,06-07,225.0
Larry Owens,2011.0,2012.0,F,06-07,210.0
Red Owens,1950.0,1952.0,G-F,06-03,185.0
Tom Owens,1972.0,1983.0,C-F,06-10,215.0
Ray Owes,1997.0,1997.0,F,06-09,224.0
Olumide Oyedeji,2001.0,2003.0,C,06-10,240.0
Joe Pace,1977.0,1978.0,C,06-10,220.0
Zaza Pachulia,2004.0,2018.0,C,06-11,270.0
Robert Pack,1992.0,2004.0,G,06-02,180.0
Wayne Pack,1975.0,1975.0,G,6-0,165.0
Gerald Paddio,1991.0,1994.0,F-G,06-07,205.0
Scott Padgett,2000.0,2007.0,F,06-09,240.0
Dana Pagett,1972.0,1972.0,G,06-02,180.0
Marcus Paige,2018.0,2018.0,G,06-01,175.0
Fred Paine,1949.0,1949.0,F,06-05,210.0
Milt Palacio,2000.0,2006.0,G,06-03,195.0
Togo Palazzi,1955.0,1960.0,F-G,06-04,205.0
Bud Palmer,1947.0,1949.0,F-C,06-04,180.0
Errol Palmer,1968.0,1968.0,F,06-05,195.0
Jim Palmer,1959.0,1961.0,F-C,06-08,224.0
Walter Palmer,1991.0,1993.0,C-F,07-01,215.0
Andy Panko,2001.0,2001.0,F,06-09,222.0
Georgios Papagiannis,2017.0,2018.0,C,07-01,240.0
Kostas Papanikolaou,2015.0,2016.0,F,06-08,225.0
Jannero Pargo,2003.0,2015.0,G,06-01,175.0
Jeremy Pargo,2012.0,2013.0,G,06-02,219.0
Easy Parham,1949.0,1951.0,F-G,06-03,200.0
Robert Parish,1977.0,1997.0,C,7-0,230.0
Med Park,1956.0,1960.0,G-F,06-02,205.0
Anthony Parker,1998.0,2012.0,G,06-06,215.0
Jabari Parker,2015.0,2017.0,F,06-08,250.0
Smush Parker,2003.0,2008.0,G,06-04,190.0
Sonny Parker,1977.0,1982.0,F-G,06-06,200.0
Tony Parker,2002.0,2018.0,G,06-02,185.0
Barry Parkhill,1974.0,1976.0,G,06-04,185.0
Jack Parkinson,1950.0,1950.0,G,6-0,174.0
Charles Parks,1969.0,1969.0,F,06-05,210.0
Cherokee Parks,1996.0,2004.0,C-F,06-11,235.0
Richard Parks,1968.0,1968.0,F,06-07,235.0
Jack Parr,1959.0,1959.0,C,06-09,220.0
Doyle Parrack,1947.0,1947.0,F-G,6-0,165.0
Charlie Parsley,1950.0,1950.0,G,06-02,175.0
Chandler Parsons,2012.0,2018.0,F,06-10,230.0
Zarko Paspalj,1990.0,1990.0,F,06-09,215.0
Marty Passaglia,1947.0,1949.0,G,06-01,170.0
George Pastushok,1947.0,1947.0,G,06-01,195.0
Myles Patrick,1981.0,1981.0,F,06-08,220.0
Stan Patrick,1950.0,1950.0,F-G,06-02,185.0
Andrae Patterson,1999.0,2000.0,F,06-09,238.0
George Patterson,1968.0,1968.0,C-F,06-08,230.0
Lamar Patterson,2016.0,2017.0,G-F,06-05,225.0
Patrick Patterson,2011.0,2018.0,F,06-09,230.0
Ruben Patterson,1999.0,2008.0,F,06-05,224.0
Steve Patterson,1972.0,1976.0,C,06-09,225.0
Tom Patterson,1973.0,1974.0,F,06-06,220.0
Worthy Patterson,1958.0,1958.0,G,06-02,175.0
Brandon Paul,2018.0,2018.0,G,06-04,200.0
Chris Paul,2006.0,2018.0,G,6-0,175.0
Charlie Paulk,1969.0,1972.0,F-C,06-08,219.0
Jerry Paulson,1958.0,1958.0,G,06-02,185.0
Billy Paultz,1971.0,1985.0,C-F,06-11,235.0
Sasha Pavlovic,2004.0,2013.0,G-F,06-08,220.0
Jim Paxson,1957.0,1958.0,F-G,06-06,200.0
John Paxson,1984.0,1994.0,G,06-02,185.0
Johnny Payak,1950.0,1953.0,G-F,06-04,174.0
Adreian Payne,2015.0,2018.0,F-C,06-10,237.0
Cameron Payne,2016.0,2017.0,G,06-03,185.0
Kenny Payne,1990.0,1993.0,F-G,06-08,195.0
Tom Payne,1972.0,1972.0,C,07-02,240.0
Elfrid Payton,2015.0,2018.0,G,06-04,185.0
Gary Payton,1991.0,2007.0,G,06-04,180.0
Mel Payton,1952.0,1953.0,F-G,06-04,185.0
George Pearcy,1947.0,1947.0,G,06-01,165.0
Henry Pearcy,1947.0,1947.0,G,06-01,170.0
Oleksiy Pecherov,2008.0,2010.0,C,7-0,232.0
Wiley Peck,1980.0,1980.0,G,06-07,220.0
Rich Peek,1968.0,1968.0,C,06-11,230.0
Anthony Peeler,1993.0,2005.0,G,06-04,208.0
George Peeples,1968.0,1973.0,C-F,06-07,190.0
Nikola Pekovic,2011.0,2016.0,C,06-11,307.0
Jake Pelkington,1949.0,1949.0,C-F,06-06,220.0
Sam Pellom,1980.0,1983.0,F-C,06-09,225.0
Mike Penberthy,2001.0,2002.0,G,06-03,185.0
Jerry Pender,1974.0,1974.0,G,06-02,185.0
Desmond Penigar,2004.0,2004.0,F,06-07,245.0
Kirk Penney,2004.0,2005.0,G,06-05,220.0
Mike Peplowski,1994.0,1996.0,C,06-10,270.0
Will Perdue,1989.0,2001.0,C,7-0,240.0
Kendrick Perkins,2004.0,2016.0,C,06-10,270.0
Sam Perkins,1985.0,2001.0,F-C,06-09,235.0
Warren Perkins,1950.0,1951.0,G-F,06-03,190.0
Kosta Perovic,2008.0,2008.0,C,07-02,240.0
London Perrantes,2018.0,2018.0,G,06-02,200.0
Aulcie Perry,1975.0,1975.0,C,06-10,210.0
Curtis Perry,1971.0,1978.0,F,06-07,220.0
Elliot Perry,1992.0,2002.0,G,6-0,150.0
Ron Perry,1968.0,1970.0,G,06-03,190.0
Tim Perry,1989.0,1996.0,F-C,06-09,200.0
Chuck Person,1987.0,2000.0,F,06-08,220.0
Wesley Person,1995.0,2005.0,G,06-06,195.0
Alec Peters,2018.0,2018.0,F,06-09,232.0
Jim Petersen,1985.0,1992.0,F-C,06-10,235.0
Loy Petersen,1969.0,1970.0,G,06-05,205.0
Bob Peterson,1954.0,1956.0,F,06-05,210.0
Ed Peterson,1950.0,1951.0,C,06-09,220.0
Mel Peterson,1964.0,1970.0,G-F,06-04,185.0
Morris Peterson,2001.0,2011.0,F,06-07,218.0
Geoff Petrie,1971.0,1976.0,G,06-04,190.0
Johan Petro,2006.0,2013.0,C,7-0,247.0
Drazen Petrovic,1990.0,1993.0,G,06-05,195.0
Richard Petruska,1994.0,1994.0,C-F,06-10,260.0
Bob Pettit,1955.0,1965.0,F-C,06-09,205.0
Jerry Pettway,1968.0,1969.0,G-F,06-03,185.0
Roger Phegley,1979.0,1984.0,G-F,06-06,205.0
Jack Phelan,1950.0,1950.0,F,06-05,195.0
James Phelan,1954.0,1954.0,G,06-01,175.0
Derrick Phelps,1995.0,1995.0,G,06-04,181.0
Michael Phelps,1986.0,1988.0,G,06-04,180.0
Andy Phillip,1948.0,1958.0,G-F,06-02,195.0
Eddie Phillips,1983.0,1983.0,F,06-07,225.0
Gary Phillips,1962.0,1966.0,G,06-03,189.0
Gene Phillips,1972.0,1973.0,G,06-04,175.0
Bobby Phills,1992.0,2000.0,G,06-05,210.0
Eric Piatkowski,1995.0,2008.0,G-F,06-07,215.0
Walter Piatkowski,1969.0,1972.0,F,06-08,220.0
Paul Pierce,1999.0,2017.0,F-G,06-07,235.0
Ricky Pierce,1983.0,1998.0,G,06-04,205.0
Stan Pietkiewicz,1979.0,1981.0,G-F,06-05,200.0
Mickael Pietrus,2004.0,2013.0,G-F,06-06,215.0
John Pilch,1952.0,1952.0,F,06-03,185.0
Ed Pinckney,1986.0,1997.0,F,06-09,195.0
Kevinn Pinkney,2007.0,2007.0,F,06-10,245.0
John Pinone,1984.0,1984.0,F,06-08,230.0
Dave Piontek,1957.0,1963.0,F-C,06-06,230.0
Tom Piotrowski,1984.0,1984.0,C,07-01,240.0
Scottie Pippen,1988.0,2004.0,F-G,06-08,210.0
Charles Pittman,1983.0,1986.0,F,06-08,220.0
Dexter Pittman,2011.0,2014.0,C,06-11,308.0
Zoran Planinic,2004.0,2006.0,G,06-07,195.0
Tibor Pleiss,2016.0,2016.0,C,07-03,256.0
Marshall Plumlee,2017.0,2017.0,C,7-0,250.0
Mason Plumlee,2014.0,2018.0,C-F,06-11,245.0
Miles Plumlee,2013.0,2018.0,C-F,06-11,249.0
Gary Plummer,1985.0,1993.0,F-C,06-09,215.0
Pavel Podkolzin,2005.0,2006.0,C,07-05,260.0
Jakob Poeltl,2017.0,2018.0,C,7-0,248.0
Dwayne Polee,1987.0,1987.0,G,06-05,180.0
Jim Pollard,1949.0,1955.0,F-C,06-04,185.0
Scot Pollard,1998.0,2008.0,C,06-11,265.0
Ralph Polson,1953.0,1953.0,F-C,06-07,200.0
Olden Polynice,1988.0,2004.0,C-F,06-11,220.0
Cliff Pondexter,1976.0,1978.0,F-C,06-09,233.0
Quincy Pondexter,2011.0,2018.0,G-F,06-07,220.0
David Pope,1985.0,1986.0,F,06-07,220.0
Mark Pope,1998.0,2005.0,F,06-10,235.0
Dave Popson,1989.0,1992.0,F-C,06-10,220.0
Ben Poquette,1978.0,1987.0,F-C,06-09,235.0
Chris Porter,2001.0,2001.0,F,06-07,218.0
Howard Porter,1972.0,1978.0,F-C,06-08,220.0
Kevin Porter,1973.0,1983.0,G,6-0,170.0
Otto Porter,2014.0,2018.0,F,06-08,198.0
Terry Porter,1986.0,2002.0,G,06-03,195.0
Willie Porter,1968.0,1969.0,F,06-07,205.0
Bobby Portis,2016.0,2018.0,F,06-11,230.0
Bob Portman,1970.0,1973.0,F,06-05,200.0
Kristaps Porzingis,2016.0,2018.0,F-C,07-03,240.0
James Posey,2000.0,2011.0,F-G,06-08,215.0
Lavor Postell,2001.0,2003.0,G,06-05,215.0
John Postley,1968.0,1968.0,F,06-05,220.0
Vitaly Potapenko,1997.0,2007.0,C,06-10,280.0
Leon Powe,2007.0,2011.0,F,06-08,240.0
Cincinnatus Powell,1968.0,1975.0,F-C,06-07,220.0
Dwight Powell,2015.0,2018.0,F-C,06-11,240.0
Josh Powell,2006.0,2014.0,F,06-09,225.0
Kasib Powell,2008.0,2008.0,F,06-07,215.0
Norman Powell,2016.0,2018.0,G,06-04,215.0
Roger Powell,2007.0,2007.0,F,06-06,235.0
Alex Poythress,2017.0,2018.0,F,06-07,238.0
Marlbert Pradd,1968.0,1969.0,G,06-03,170.0
Mike Pratt,1971.0,1972.0,G-F,06-04,195.0
Paul Pressey,1983.0,1993.0,G-F,06-05,185.0
Phil Pressey,2014.0,2016.0,G,05-11,175.0
Dominic Pressley,1989.0,1989.0,G,06-02,170.0
Harold Pressley,1987.0,1990.0,F-G,06-07,210.0
Stephen Previs,1973.0,1973.0,G,06-03,183.0
A.J. Price,2010.0,2015.0,G,06-02,181.0
Brent Price,1993.0,2002.0,G,06-01,165.0
Jim Price,1973.0,1979.0,G,06-03,195.0
Mark Price,1987.0,1998.0,G,6-0,170.0
Mike Price,1971.0,1973.0,G,06-03,200.0
Ronnie Price,2006.0,2017.0,G,06-02,190.0
Tony Price,1981.0,1981.0,G,06-06,190.0
Bob Priddy,1953.0,1953.0,F,06-03,190.0
Pablo Prigioni,2013.0,2016.0,G,06-03,185.0
Tayshaun Prince,2003.0,2016.0,F,06-09,212.0
John Pritchard,1950.0,1950.0,C,06-09,220.0
Kevin Pritchard,1991.0,1996.0,G,06-03,180.0
Laron Profit,2000.0,2006.0,G-F,06-05,204.0
Gabe Pruitt,2008.0,2009.0,G,06-04,170.0
Joel Przybilla,2001.0,2013.0,C,07-01,255.0
Les Pugh,1949.0,1950.0,C-F,06-07,190.0
Roy Pugh,1949.0,1949.0,C-F,06-06,210.0
Anthony Pullard,1993.0,1993.0,F,06-10,245.0
Jacob Pullen,2018.0,2018.0,G,06-01,200.0
Don Putman,1947.0,1950.0,G,06-01,170.0
Zhou Qi,2018.0,2018.0,F-C,07-01,210.0
Tim Quarterman,2017.0,2017.0,G,06-06,195.0
Bob Quick,1969.0,1972.0,F-G,06-05,215.0
Chris Quinn,2007.0,2013.0,G,06-02,185.0
Brian Quinnett,1990.0,1992.0,F,06-08,235.0
